INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,FASE IDEAL,DEFA,ANO,FASE
8.468,5.0,7.7,10.0,10.0,7.5,8.529999999999998,9.125,Fase 4 (9º ano),-1,22,3.0
8.673,10.0,8.2,9.7,9.6,5.6,8.314000000000004,8.708,Fase 3 (7º e 8º ano),0,22,3.0
6.982,5.0,6.0,8.7,7.1,5.0,7.569999999999997,7.875,Fase 5 (1º EM),-2,22,3.0
8.51,10.0,7.8,9.4,7.5,6.3,8.483999999999998,9.208,Fase 3 (7º e 8º ano),0,22,3.0
8.656,5.0,8.4,9.9,10.0,7.5,8.960000000000008,9.25,Fase 4 (9º ano),-1,22,3.0
8.639,10.0,7.6,9.4,8.3,7.5,8.255999999999988,9.167,Fase 3 (7º e 8º ano),0,22,3.0
7.72,10.0,5.8,8.2,8.3,7.5,7.649999999999997,7.875,Fase 3 (7º e 8º ano),0,22,3.0
7.429,10.0,5.2,7.6,9.2,7.5,7.405999999999997,7.292,Fase 3 (7º e 8º ano),0,22,3.0
5.097,5.0,2.9,7.4,6.7,5.0,5.086000000000004,4.292,Fase 4 (9º ano),-1,22,3.0
7.958,10.0,6.6,8.6,8.3,7.5,8.129999999999997,7.625,Fase 3 (7º e 8º ano),0,22,3.0
7.022,5.0,6.3,8.1,10.0,5.6,7.570000000000006,6.625,Fase 5 (1º EM),-2,22,3.0
4.277,5.0,0.9,2.8,9.2,7.5,5.920000000000001,3.875,Fase 4 (9º ano),-1,22,3.0
4.312,5.0,1.8,3.6,9.2,5.0,5.620000000000003,3.75,Fase 5 (1º EM),-2,22,3.0
6.715,5.0,5.3,7.4,10.0,5.6,7.3160000000000025,6.917,Fase 4 (9º ano),-1,22,3.0
4.563,5.0,1.3,3.8,7.5,5.0,6.8459999999999965,5.542,Fase 4 (9º ano),-1,22,3.0
7.192,10.0,5.2,8.5,8.8,5.0,7.303999999999995,6.708,Fase 3 (7º e 8º ano),0,22,3.0
5.149,5.0,3.6,6.4,0.0,5.6,7.473999999999998,6.708,Fase 4 (9º ano),-1,22,3.0
6.926,10.0,4.8,7.3,10.0,5.6,7.210000000000001,6.125,Fase 3 (7º e 8º ano),0,22,3.0
4.182,2.5,0.9,2.9,8.8,7.5,6.17,4.625,Fase 6 (2º EM),-3,22,3.0
7.44,10.0,5.0,8.2,10.0,7.5,7.5840000000000085,6.458,Fase 3 (7º e 8º ano),0,22,3.0
6.763,5.0,5.8,7.2,8.8,5.6,8.145999999999995,7.042,Fase 4 (9º ano),-1,22,3.0
4.786,5.0,3.4,5.8,0.0,5.6,7.609999999999992,5.625,Fase 5 (1º EM),-2,22,3.0
5.319,5.0,3.7,5.6,5.8,7.5,7.455999999999996,4.417,Fase 5 (1º EM),-2,22,3.0
7.087,5.0,5.8,9.2,10.0,5.6,7.02,6.625,Fase 5 (1º EM),-2,22,3.0
7.926,10.0,6.9,7.7,8.3,7.5,8.426,7.917,Fase 3 (7º e 8º ano),0,22,3.0
5.987,2.5,6.0,5.8,7.5,5.6,7.503999999999991,6.583,Fase 6 (2º EM),-3,22,3.0
6.012,5.0,3.3,7.4,10.0,5.0,6.13599999999999,6.292,Fase 5 (1º EM),-2,22,3.0
6.695,5.0,5.7,6.7,9.2,6.3,7.233999999999998,7.208,Fase 4 (9º ano),-1,22,3.0
8.231,10.0,8.9,8.6,9.2,6.3,7.309999999999999,7.25,Fase 3 (7º e 8º ano),0,22,3.0
8.226,10.0,7.9,8.4,8.3,6.9,8.210000000000006,8.125,Fase 3 (7º e 8º ano),0,22,3.0
7.255,5.0,7.1,8.5,9.2,5.6,7.633999999999999,6.958,Fase 5 (1º EM),-2,22,3.0
6.361,5.0,5.1,5.7,9.2,7.5,7.475999999999994,6.417,Fase 4 (9º ano),-1,22,3.0
5.679,5.0,3.0,5.3,9.2,7.5,6.824000000000003,5.833,Fase 4 (9º ano),-1,22,3.0
7.946,10.0,8.1,8.3,7.9,7.5,7.259999999999991,7.0,Fase 2 (5º e 6º ano),1,22,3.0
6.665,5.0,4.6,6.9,9.6,7.5,8.216000000000001,6.667,Fase 5 (1º EM),-2,22,3.0
5.527,5.0,4.3,5.7,7.1,5.6,7.320000000000002,5.125,Fase 4 (9º ano),-1,22,3.0
7.411,5.0,7.4,8.8,7.1,7.5,7.693999999999992,7.208,Fase 4 (9º ano),-1,22,3.0
7.741,10.0,6.0,9.2,8.8,5.6,7.775999999999996,7.417,Fase 3 (7º e 8º ano),0,22,3.0
8.815,10.0,9.1,9.9,9.2,6.3,8.233999999999986,8.208,Fase 3 (7º e 8º ano),0,22,3.0
8.046,10.0,7.1,9.2,7.5,7.5,8.193999999999999,7.333,Fase 3 (7º e 8º ano),0,22,3.0
6.806,10.0,5.9,6.9,6.7,7.5,7.009999999999996,5.625,Fase 3 (7º e 8º ano),0,22,3.0
6.618,10.0,4.0,6.8,8.8,7.5,7.030000000000003,5.625,Fase 3 (7º e 8º ano),0,22,3.0
7.131,5.0,5.6,8.8,9.6,7.5,7.160000000000002,6.625,Fase 4 (9º ano),-1,22,3.0
5.939,10.0,3.8,5.1,6.7,5.6,7.3740000000000006,5.958,Fase 3 (7º e 8º ano),0,22,3.0
5.063,2.5,2.8,4.1,9.2,7.5,6.1299999999999955,5.75,Fase 6 (2º EM),-3,22,3.0
5.424,5.0,3.0,5.8,7.1,6.3,6.990000000000007,5.625,Fase 5 (1º EM),-2,22,3.0
3.7,2.5,1.1,3.4,7.9,5.0,4.015999999999997,4.292,Fase 7 (3º EM),-4,22,3.0
4.097,2.5,0.0,5.6,0.0,6.3,7.304000000000004,6.833,Fase 6 (2º EM),-3,22,3.0
6.236,5.0,6.8,7.8,0.0,6.3,7.359999999999998,7.25,Fase 4 (9º ano),-1,22,3.0
4.929,2.5,1.7,3.9,10.0,6.3,7.206000000000001,6.042,Fase 7 (3º EM),-4,22,3.0
8.122,10.0,8.0,8.2,8.3,6.9,8.035999999999994,7.792,Fase 3 (7º e 8º ano),0,22,3.0
4.837,2.5,1.8,3.7,7.9,7.5,6.885999999999992,6.292,Fase 6 (2º EM),-3,22,3.0
4.875,10.0,2.3,2.9,8.8,7.5,5.384000000000002,3.333,Fase 3 (7º e 8º ano),0,22,3.0
5.031,2.5,0.0,5.8,9.6,7.5,7.275999999999998,5.917,Fase 8 (Universitários),-5,22,3.0
7.305,5.0,6.9,8.0,7.9,7.5,8.099999999999987,7.375,Fase 4 (9º ano),-1,22,3.0
4.665,5.0,2.8,3.6,8.8,7.5,4.883999999999995,3.833,Fase 5 (1º EM),-2,22,3.0
7.478,10.0,6.6,7.9,7.1,6.3,7.545999999999999,7.417,Fase 3 (7º e 8º ano),0,22,3.0
6.409,10.0,5.2,6.3,9.2,5.6,5.456000000000003,5.417,Fase 3 (7º e 8º ano),0,22,3.0
7.278,10.0,6.8,8.2,7.1,5.0,7.2639999999999905,6.708,Fase 3 (7º e 8º ano),0,22,3.0
5.557,5.0,3.1,6.9,5.4,6.3,7.120000000000006,5.875,Fase 4 (9º ano),-1,22,3.0
6.802,10.0,6.3,5.8,8.8,5.6,7.336,6.042,Fase 3 (7º e 8º ano),0,22,3.0
6.334,2.5,4.8,7.7,9.2,6.9,7.323999999999993,6.208,Fase 6 (2º EM),-3,22,3.0
6.03,5.0,3.9,7.2,7.5,7.5,7.349999999999994,5.375,Fase 4 (9º ano),-1,22,3.0
6.355,5.0,4.3,7.7,8.8,7.5,7.165999999999997,5.542,Fase 5 (1º EM),-2,22,3.0
6.058,5.0,4.8,6.6,7.9,7.5,6.963999999999997,5.208,Fase 4 (9º ano),-1,22,3.0
6.427,5.0,5.2,6.8,8.3,7.5,7.55399999999999,5.958,Fase 4 (9º ano),-1,22,3.0
4.733,5.0,2.5,4.5,5.4,7.5,6.013999999999999,4.708,Fase 4 (9º ano),-1,22,3.0
6.93,10.0,5.0,7.4,7.9,6.9,7.3659999999999926,6.167,Fase 3 (7º e 8º ano),0,22,3.0
6.151,5.0,6.5,5.2,9.2,7.5,6.243999999999996,5.083,Fase 4 (9º ano),-1,22,3.0
6.4,5.0,4.5,7.5,7.9,7.5,7.600000000000007,6.0,Fase 5 (1º EM),-2,22,3.0
5.652,2.5,5.2,5.6,7.9,5.0,7.076000000000002,6.222,Fase 6 (2º EM),-3,22,3.0
7.339,10.0,5.2,8.1,9.6,7.5,7.355999999999998,6.167,Fase 3 (7º e 8º ano),0,22,3.0
5.8,5.0,4.1,7.0,7.5,5.0,6.521999999999997,5.889,Fase 4 (9º ano),-1,22,3.0
6.1,10.0,5.3,5.4,5.4,5.0,7.1999999999999975,6.0,Fase 3 (7º e 8º ano),0,22,3.0
5.672,10.0,3.0,5.1,6.7,7.5,6.208,5.056,Fase 3 (7º e 8º ano),0,22,3.0
7.889,5.0,6.1,10.0,10.0,6.9,8.012000000000006,8.389,Fase 4 (9º ano),-1,22,3.0
7.04,10.0,6.8,5.6,8.8,7.5,7.412000000000001,5.944,Fase 3 (7º e 8º ano),0,22,3.0
6.527,5.0,5.8,6.9,8.3,6.9,7.447999999999997,6.111,Fase 4 (9º ano),-1,22,3.0
7.448,10.0,5.2,7.7,9.2,7.5,6.980000000000004,7.5,Fase 3 (7º e 8º ano),0,22,3.0
7.897,5.0,6.4,10.0,8.8,6.9,8.135999999999992,8.667,Fase 4 (9º ano),-1,22,3.0
7.792,10.0,5.2,9.1,9.2,5.6,7.964000000000002,8.278,Fase 3 (7º e 8º ano),0,22,3.0
6.859,10.0,4.7,8.1,7.1,5.0,7.334000000000005,6.778,Fase 3 (7º e 8º ano),0,22,3.0
6.86,10.0,3.4,7.3,9.2,7.5,7.277999999999993,6.611,Fase 3 (7º e 8º ano),0,22,3.0
8.27,10.0,6.8,9.3,10.0,6.9,6.377999999999986,8.611,Fase 2 (5º e 6º ano),0,22,2.0
7.619,10.0,6.0,6.8,9.5,7.5,6.701999999999986,8.444,Fase 2 (5º e 6º ano),0,22,2.0
8.22,5.0,9.0,9.7,10.0,5.0,6.912000000000003,8.944,Fase 3 (7º e 8º ano),-1,22,2.0
6.986,10.0,2.8,8.8,8.5,7.5,5.9940000000000015,7.333,Fase 2 (5º e 6º ano),0,22,2.0
6.823,5.0,5.3,7.0,10.0,7.5,6.130000000000004,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.313,10.0,5.0,6.9,7.4,4.4,5.973999999999995,5.778,Fase 2 (5º e 6º ano),0,22,2.0
6.446,5.0,2.5,8.8,9.5,7.5,5.747999999999989,7.056,Fase 4 (9º ano),-2,22,2.0
6.636,5.0,3.7,8.7,9.0,7.5,6.171999999999995,6.944,Fase 3 (7º e 8º ano),-1,22,2.0
7.883,5.0,7.5,9.0,9.5,8.1,6.229999999999993,8.5,Fase 3 (7º e 8º ano),-1,22,2.0
5.249,5.0,2.9,5.8,8.0,3.8,4.845999999999995,6.722,Fase 4 (9º ano),-2,22,2.0
7.961,10.0,8.0,9.2,6.9,4.4,6.466000000000003,8.722,Fase 2 (5º e 6º ano),0,22,2.0
7.902,10.0,7.4,9.4,9.5,7.5,4.753999999999996,6.833,Fase 2 (5º e 6º ano),0,22,2.0
6.787,5.0,5.1,8.5,9.5,4.4,5.991999999999997,7.889,Fase 3 (7º e 8º ano),-1,22,2.0
7.914,10.0,5.8,9.3,10.0,7.5,6.217999999999995,7.611,Fase 2 (5º e 6º ano),0,22,2.0
6.837,5.0,5.8,7.3,8.5,7.5,5.947999999999993,7.611,Fase 3 (7º e 8º ano),-1,22,2.0
8.488,10.0,8.1,9.9,6.9,7.5,6.701999999999986,8.889,Fase 2 (5º e 6º ano),0,22,2.0
7.721,10.0,6.5,8.2,9.0,7.5,5.975999999999999,7.667,Fase 2 (5º e 6º ano),0,22,2.0
6.854,5.0,5.8,7.7,8.0,7.5,6.040000000000001,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.941,5.0,6.6,6.7,9.0,7.5,6.309999999999993,7.5,Fase 4 (9º ano),-2,22,2.0
6.9,5.0,5.9,7.4,9.5,7.5,6.0660000000000025,7.167,Fase 4 (9º ano),-2,22,2.0
7.263,10.0,4.5,8.3,8.5,7.5,6.029999999999998,7.5,Fase 2 (5º e 6º ano),0,22,2.0
5.75,5.0,3.6,5.4,9.5,5.6,6.065999999999994,6.667,Fase 3 (7º e 8º ano),-1,22,2.0
8.143,10.0,7.0,9.1,10.0,7.5,5.952000000000002,7.889,Fase 2 (5º e 6º ano),0,22,2.0
7.908,5.0,8.5,10.0,9.0,5.6,6.480000000000006,8.0,Fase 3 (7º e 8º ano),-1,22,2.0
5.864,5.0,1.8,8.7,9.0,7.5,4.474,5.833,Fase 3 (7º e 8º ano),-1,22,2.0
5.658,5.0,3.7,7.7,9.5,7.5,3.8919999999999977,3.944,Fase 3 (7º e 8º ano),-1,22,2.0
8.206,10.0,6.5,8.8,10.0,7.5,6.737999999999991,8.611,Fase 2 (5º e 6º ano),0,22,2.0
6.622,5.0,4.0,7.2,9.0,7.5,6.09799999999999,8.111,Fase 4 (9º ano),-2,22,2.0
7.834,10.0,7.0,8.1,9.0,5.6,6.761999999999997,8.389,Fase 2 (5º e 6º ano),0,22,2.0
8.264,10.0,7.5,10.0,7.0,7.5,6.2519999999999865,8.444,Fase 2 (5º e 6º ano),0,22,2.0
5.858,5.0,4.5,4.3,8.5,7.5,5.3139999999999965,7.333,Fase 3 (7º e 8º ano),-1,22,2.0
5.379,5.0,4.5,5.0,5.8,7.5,4.377999999999993,6.056,Fase 3 (7º e 8º ano),-1,22,2.0
6.69,5.0,4.6,8.4,10.0,5.0,4.34400000000001,8.278,Fase 3 (7º e 8º ano),-1,22,2.0
7.836,5.0,8.5,9.6,8.0,7.5,6.104000000000003,7.778,Fase 3 (7º e 8º ano),-1,22,2.0
5.412,5.0,0.0,6.5,7.5,7.5,6.0080000000000044,7.556,Fase 3 (7º e 8º ano),-1,22,2.0
6.606,5.0,4.6,7.0,9.0,7.5,6.359999999999992,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
7.075,5.0,5.2,8.5,9.5,7.5,6.349999999999998,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.731,5.0,5.0,9.2,7.9,6.3,6.154000000000002,6.778,Fase 3 (7º e 8º ano),-1,22,2.0
7.413,5.0,7.9,7.9,8.5,7.5,6.530000000000005,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.644,5.0,2.0,10.0,10.0,6.9,6.428000000000003,7.056,Fase 3 (7º e 8º ano),-1,22,2.0
8.75,10.0,8.8,10.0,9.5,7.5,6.56600000000001,8.167,Fase 2 (5º e 6º ano),0,22,2.0
8.063,10.0,7.8,10.0,8.0,5.0,6.364000000000001,7.833,Fase 2 (5º e 6º ano),0,22,2.0
7.181,5.0,5.5,9.4,9.5,7.5,6.343999999999994,6.833,Fase 3 (7º e 8º ano),-1,22,2.0
6.95,5.0,6.7,7.4,8.5,6.3,6.5000000000000036,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.969,5.0,7.3,7.9,8.0,5.0,6.2900000000000045,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.973,10.0,4.8,6.9,9.0,7.5,6.051999999999991,6.889,Fase 2 (5º e 6º ano),0,22,2.0
7.066,5.0,7.2,8.2,8.5,5.0,6.1380000000000035,7.611,Fase 3 (7º e 8º ano),-1,22,2.0
8.112,10.0,8.4,8.0,9.5,6.9,6.58599999999999,7.667,Fase 2 (5º e 6º ano),0,22,2.0
7.304,10.0,7.8,5.5,8.5,6.9,6.261999999999999,7.389,Fase 2 (5º e 6º ano),0,22,2.0
7.503,10.0,7.3,9.5,6.4,5.0,6.142000000000003,6.944,Fase 2 (5º e 6º ano),0,22,2.0
7.747,5.0,6.9,9.8,9.0,7.5,6.681999999999997,7.944,Fase 3 (7º e 8º ano),-1,22,2.0
7.831,10.0,5.4,9.5,9.0,7.5,6.675999999999993,7.667,Fase 2 (5º e 6º ano),0,22,2.0
6.957,5.0,4.3,9.0,9.0,7.5,6.4699999999999935,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.743,5.0,6.2,7.7,9.0,5.6,6.364000000000001,6.833,Fase 3 (7º e 8º ano),-1,22,2.0
7.203,5.0,8.1,6.8,9.0,5.6,6.852,7.889,Fase 3 (7º e 8º ano),-1,22,2.0
6.722,5.0,5.0,8.1,8.5,7.5,6.463999999999999,6.778,Fase 3 (7º e 8º ano),-1,22,2.0
4.556,5.0,2.5,4.4,7.9,5.0,4.194000000000004,4.833,Fase 3 (7º e 8º ano),-1,22,2.0
6.454,5.0,3.3,8.3,9.0,6.9,6.551999999999998,6.944,Fase 3 (7º e 8º ano),-1,22,2.0
6.777,5.0,5.4,7.7,9.0,6.3,6.604000000000001,7.333,Fase 4 (9º ano),-2,22,2.0
8.4,10.0,8.1,9.6,9.0,7.5,6.543999999999999,7.778,Fase 2 (5º e 6º ano),0,22,2.0
7.558,5.0,8.1,8.4,9.0,6.3,6.280000000000001,8.0,Fase 3 (7º e 8º ano),-1,22,2.0
6.083,5.0,4.9,7.5,7.4,5.0,5.629999999999997,6.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.104,5.0,4.0,5.9,10.0,5.6,6.1960000000000015,7.222,Fase 3 (7º e 8º ano),-1,22,2.0
6.323,5.0,3.7,8.2,7.0,7.5,6.264000000000003,6.833,Fase 3 (7º e 8º ano),-1,22,2.0
6.654,5.0,4.5,8.5,7.9,5.6,6.595999999999993,7.722,Fase 4 (9º ano),-2,22,2.0
7.184,10.0,3.5,8.9,8.0,7.5,6.428000000000003,7.556,Fase 2 (5º e 6º ano),0,22,2.0
6.776,5.0,4.7,8.8,7.4,6.3,6.615999999999991,7.722,Fase 3 (7º e 8º ano),-1,22,2.0
7.117,5.0,5.1,8.1,10.0,7.5,6.157999999999992,8.056,Fase 3 (7º e 8º ano),-1,22,2.0
6.418,5.0,4.8,8.8,9.5,5.6,3.324000000000007,6.778,Fase 4 (9º ano),-2,22,2.0
5.518,2.5,4.6,5.4,10.0,5.0,4.123999999999999,6.778,Fase 6 (2º EM),-4,22,2.0
7.897,10.0,5.9,8.6,9.5,7.5,6.081999999999992,8.444,Fase 2 (5º e 6º ano),0,22,2.0
7.683,10.0,4.9,8.9,9.0,7.5,6.063999999999998,8.333,Fase 2 (5º e 6º ano),0,22,2.0
6.556,5.0,5.6,8.0,9.0,6.3,4.947999999999997,6.556,Fase 3 (7º e 8º ano),-1,22,2.0
5.852,5.0,2.8,5.7,9.0,6.9,6.286000000000005,7.167,Fase 4 (9º ano),-2,22,2.0
7.742,10.0,5.5,9.3,9.0,7.5,6.319999999999997,7.5,Fase 2 (5º e 6º ano),0,22,2.0
6.58,5.0,4.3,9.3,6.8,5.6,6.200000000000001,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.042,5.0,1.7,8.5,9.0,5.0,6.132,7.444,Fase 4 (9º ano),-2,22,2.0
6.645,5.0,4.3,9.6,6.9,7.5,5.805999999999996,6.722,Fase 3 (7º e 8º ano),-1,22,2.0
5.261,5.0,3.0,3.7,9.0,5.0,5.766,7.222,Fase 3 (7º e 8º ano),-1,22,2.0
7.455,5.0,6.3,9.3,9.5,7.5,6.349999999999998,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.658,5.0,5.3,7.3,9.0,7.5,5.992000000000006,6.944,Fase 3 (7º e 8º ano),-1,22,2.0
5.661,5.0,3.3,6.2,9.5,5.0,6.109999999999989,6.0,Fase 3 (7º e 8º ano),-1,22,2.0
7.496,5.0,6.6,9.5,9.5,7.5,6.094000000000008,7.333,Fase 3 (7º e 8º ano),-1,22,2.0
7.195,5.0,6.0,9.3,8.5,7.5,6.238000000000001,7.056,Fase 3 (7º e 8º ano),-1,22,2.0
6.725,5.0,3.3,9.7,8.0,7.5,6.083999999999996,7.333,Fase 3 (7º e 8º ano),-1,22,2.0
8.15,10.0,7.8,9.7,7.9,7.5,6.100000000000003,7.5,Fase 2 (5º e 6º ano),0,22,2.0
5.675,5.0,2.0,6.5,7.4,6.3,6.161999999999992,7.444,Fase 4 (9º ano),-2,22,2.0
7.232,5.0,7.1,8.6,6.4,7.5,6.354000000000006,7.833,Fase 3 (7º e 8º ano),-1,22,2.0
7.556,5.0,7.3,9.0,8.5,7.5,6.404000000000005,7.778,Fase 3 (7º e 8º ano),-1,22,2.0
6.408,5.0,4.7,8.7,6.4,5.6,6.168000000000005,7.056,Fase 3 (7º e 8º ano),-1,22,2.0
7.284,5.0,5.9,9.3,8.0,7.5,6.605999999999987,7.667,Fase 3 (7º e 8º ano),-1,22,2.0
7.695,10.0,6.2,8.3,8.0,7.5,6.337999999999999,8.056,Fase 2 (5º e 6º ano),0,22,2.0
7.913,5.0,7.2,9.3,9.5,8.8,6.385999999999994,8.222,Fase 3 (7º e 8º ano),-1,22,2.0
8.428,5.0,8.0,10.0,10.0,7.5,6.668000000000012,9.556,Fase 3 (7º e 8º ano),-1,22,2.0
8.175,10.0,7.5,9.4,8.0,7.5,6.006000000000009,8.222,Fase 2 (5º e 6º ano),0,22,2.0
7.359,5.0,6.9,9.2,7.5,5.6,6.512000000000011,8.389,Fase 3 (7º e 8º ano),-1,22,2.0
7.461,10.0,4.5,9.0,9.5,5.6,6.509999999999998,8.0,Fase 2 (5º e 6º ano),0,22,2.0
8.717,10.0,8.8,9.3,8.5,7.5,6.747999999999994,9.111,Fase 2 (5º e 6º ano),0,22,2.0
6.746,5.0,2.5,10.0,8.5,7.5,6.460000000000008,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.647,5.0,2.3,9.6,8.4,7.5,6.436000000000002,7.667,Fase 3 (7º e 8º ano),-1,22,2.0
7.94,5.0,7.5,10.0,9.0,7.5,6.4559999999999995,8.222,Fase 3 (7º e 8º ano),-1,22,2.0
8.117,5.0,9.0,10.0,9.0,7.5,6.670000000000007,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.35,5.0,4.6,6.5,9.0,7.5,5.578000000000003,7.111,Fase 4 (9º ano),-2,22,2.0
6.245,5.0,2.5,8.5,8.0,7.5,6.394000000000002,6.778,Fase 3 (7º e 8º ano),-1,22,2.0
7.683,5.0,9.5,8.7,6.8,7.5,6.907999999999994,7.111,Fase 3 (7º e 8º ano),-1,22,2.0
5.811,5.0,2.7,5.3,10.0,7.5,6.387999999999998,6.611,Fase 3 (7º e 8º ano),-1,22,2.0
7.585,5.0,8.5,8.6,9.5,7.5,6.428000000000003,6.611,Fase 3 (7º e 8º ano),-1,22,2.0
7.175,10.0,4.5,8.1,9.0,7.5,6.494,6.778,Fase 2 (5º e 6º ano),0,22,2.0
6.34,5.0,5.1,6.8,10.0,5.0,6.378000000000004,6.611,Fase 4 (9º ano),-2,22,2.0
5.557,5.0,2.6,7.3,8.5,5.0,5.714000000000006,5.778,Fase 3 (7º e 8º ano),-1,22,2.0
7.403,10.0,5.7,8.1,9.0,7.5,6.373999999999995,6.778,Fase 2 (5º e 6º ano),0,22,2.0
6.599,10.0,4.7,6.2,7.9,7.5,5.901999999999994,6.444,Fase 2 (5º e 6º ano),0,22,2.0
6.687,10.0,2.0,8.1,9.5,7.5,6.4479999999999915,6.611,Fase 2 (5º e 6º ano),0,22,2.0
6.875,5.0,5.8,8.3,8.5,7.5,6.327999999999996,6.611,Fase 3 (7º e 8º ano),-1,22,2.0
7.764,10.0,7.3,8.7,8.0,7.5,6.3619999999999965,6.889,Fase 2 (5º e 6º ano),0,22,2.0
5.519,5.0,2.3,4.9,9.0,7.5,6.2900000000000045,6.5,Fase 3 (7º e 8º ano),-1,22,2.0
7.329,10.0,5.5,9.0,9.5,6.9,6.2239999999999895,5.833,Fase 2 (5º e 6º ano),0,22,2.0
8.188,10.0,8.0,7.9,9.0,7.5,6.914000000000007,8.333,Fase 2 (5º e 6º ano),0,22,2.0
8.226,10.0,7.5,8.2,10.0,7.5,6.916000000000011,8.222,Fase 2 (5º e 6º ano),0,22,2.0
7.482,5.0,5.6,9.1,9.0,7.5,6.920000000000002,8.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.665,10.0,3.1,7.2,9.0,5.0,6.493999999999991,7.778,Fase 2 (5º e 6º ano),0,22,2.0
6.924,5.0,3.8,9.4,9.0,7.5,6.340000000000003,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
7.367,5.0,6.9,8.9,9.5,5.0,6.791999999999998,7.889,Fase 3 (7º e 8º ano),-1,22,2.0
5.607,10.0,3.5,7.0,0.0,7.5,6.457999999999995,5.556,Fase 2 (5º e 6º ano),0,22,2.0
7.972,10.0,5.5,9.7,9.0,7.5,6.597999999999997,8.111,Fase 2 (5º e 6º ano),0,22,2.0
6.143,5.0,7.0,6.0,0.0,7.5,6.7079999999999895,8.111,Fase 3 (7º e 8º ano),-1,22,2.0
7.843,5.0,7.5,9.1,10.0,7.5,6.507999999999994,8.111,Fase 3 (7º e 8º ano),-1,22,2.0
6.434,5.0,6.1,6.0,9.0,6.3,6.062000000000003,6.889,Fase 3 (7º e 8º ano),-1,22,2.0
6.287,5.0,4.8,5.6,9.0,7.5,6.235999999999997,7.167,Fase 3 (7º e 8º ano),-1,22,2.0
7.845,5.0,8.8,8.7,9.0,7.5,6.393999999999993,7.778,Fase 3 (7º e 8º ano),-1,22,2.0
5.561,5.0,2.3,8.6,9.5,5.0,3.4220000000000006,5.444,Fase 4 (9º ano),-2,22,2.0
6.876,5.0,6.3,7.9,7.0,7.5,6.304000000000007,7.278,Fase 3 (7º e 8º ano),-1,22,2.0
7.193,5.0,7.3,8.2,6.4,6.3,6.451999999999991,8.389,Fase 3 (7º e 8º ano),-1,22,2.0
7.68,5.0,8.5,8.8,8.0,7.5,6.365999999999987,7.667,Fase 3 (7º e 8º ano),-1,22,2.0
6.512,5.0,5.6,7.7,8.0,7.5,6.353999999999997,5.833,Fase 3 (7º e 8º ano),-1,22,2.0
7.28,5.0,7.3,9.1,7.0,8.1,5.455999999999994,7.222,Fase 3 (7º e 8º ano),-1,22,2.0
5.711,5.0,3.3,8.1,6.8,7.5,4.897999999999989,5.056,Fase 3 (7º e 8º ano),-1,22,2.0
5.451,5.0,3.8,6.7,0.0,7.5,6.565999999999992,7.222,Fase 3 (7º e 8º ano),-1,22,2.0
6.626,5.0,3.6,8.5,10.0,7.5,6.004000000000005,6.778,Fase 4 (9º ano),-2,22,2.0
6.41,5.0,2.5,7.8,10.0,7.5,6.221999999999994,7.389,Fase 3 (7º e 8º ano),-1,22,2.0
6.745,5.0,4.8,8.0,7.5,7.5,6.405999999999992,7.722,Fase 3 (7º e 8º ano),-1,22,2.0
8.012,10.0,7.8,7.9,8.0,7.5,6.331999999999995,8.444,Fase 2 (5º e 6º ano),0,22,2.0
6.826,5.0,3.3,9.7,8.5,7.5,6.147999999999998,7.556,Fase 3 (7º e 8º ano),-1,22,2.0
6.38,5.0,5.5,8.4,5.8,5.0,5.977999999999994,7.111,Fase 3 (7º e 8º ano),-1,22,2.0
6.313,5.0,4.1,6.7,9.5,7.5,6.085999999999991,6.722,Fase 3 (7º e 8º ano),-1,22,2.0
7.624,10.0,5.7,9.6,9.0,5.0,5.973999999999986,7.833,Fase 2 (5º e 6º ano),0,22,2.0
7.378,5.0,6.3,9.7,8.0,7.5,6.280000000000001,7.5,Fase 3 (7º e 8º ano),-1,22,2.0
6.535,5.0,6.3,8.5,3.5,5.0,6.137999999999995,8.056,Fase 3 (7º e 8º ano),-1,22,2.0
5.93,5.0,2.0,7.0,9.0,7.5,5.687999999999995,7.056,Fase 3 (7º e 8º ano),-1,22,2.0
5.915,5.0,4.3,6.1,8.0,7.5,6.071999999999997,5.889,Fase 3 (7º e 8º ano),-1,22,2.0
6.446,5.0,3.0,9.1,9.5,7.5,6.2599999999999945,6.0,Fase 3 (7º e 8º ano),-1,22,2.0
